,IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,IMF9,Res
2369,17.24961069,6.751050596,-3.108021011,-52.07134635,-23.48151768,-10.3038918,2.471941197,-116.6751982,-16.43683683,3556.344209
2370,-12.67292094,16.92503703,2.860569297,-42.91770187,-21.33063421,-15.95276296,3.314254459,-114.9632805,-15.78219695,3558.439637
2371,8.293639145,16.18622088,4.559851877,-31.67170239,-18.68934279,-21.41636579,4.128537179,-113.2380218,-15.1272057,3560.534389
2372,9.50537047,5.382911949,1.830213178,-18.73693133,-15.70126218,-26.67183299,4.914608403,-111.4996484,-14.47188085,3562.628452
2373,-21.07473822,-4.457863788,-3.356249741,-4.630400911,-12.51284792,-31.69736336,5.672282751,-109.7483862,-13.81624013,3564.721808
2374,6.235206419,-5.090178425,-7.946671654,10.04245414,-9.269625084,-36.472217,6.401353869,-107.9844615,-13.16030133,3566.814441
2375,11.93430234,-5.832316591,-9.365122295,24.6182961,-6.11389693,-40.9770178,7.101603124,-106.2081008,-12.50408221,3568.906335
2376,-7.209313619,-12.61211127,-6.447777159,38.40127743,-3.181631747,-45.19360924,7.772821547,-104.4195301,-11.84760054,3570.997475
2377,-8.248628003,-13.3192464,0.183758903,50.67579566,-0.599255942,-49.10523107,8.4148142,-102.6189768,-11.19087412,3573.087844
2378,-9.341047437,0.840759302,8.429786043,60.72102759,1.521987884,-52.69675732,9.027407972,-100.8066688,-10.53392074,3575.177426
2379,24.22959226,17.06001688,15.53790417,67.86698346,3.093329422,-55.95487891,9.610440153,-98.98283389,-9.876758195,3577.266205
2380,-2.933437488,17.72583124,19.36590193,71.52103855,4.048296423,-58.86845297,10.16376036,-97.1476986,-9.219404273,3579.354165
2381,1.004878238,4.931779425,19.5195305,71.29992943,4.348202413,-61.42946924,10.68722402,-95.30148807,-8.561876759,3581.44129
2382,-23.01695024,-6.039545185,17.37799879,67.03490765,3.997018534,-63.6330752,11.18070118,-93.44442632,-7.904193464,3583.527564
2383,11.20018121,-5.57704503,15.34894238,58.78735554,3.044301037,-65.47769339,11.64409656,-91.57673758,-7.246372212,3585.612971
2384,6.468993055,-4.399475361,15.37514616,46.87801866,1.574030092,-66.96449332,12.0773619,-89.69864603,-6.588430844,3587.697496
2385,-3.713969691,-8.992593615,17.61375154,31.90269607,-0.303874517,-68.09690197,12.48053408,-87.8103756,-5.9303872,3589.781121
2386,-3.486192058,-9.096742637,20.48901548,14.76596977,-2.464818352,-68.88041826,12.85376405,-85.91214999,-5.272259124,3591.863831
2387,-3.747437432,2.408156828,20.80067718,-3.357347909,-4.776391976,-69.32233744,13.19732669,-84.00419186,-4.614064468,3593.94561
2388,7.128851689,18.23004297,15.28893737,-21.14817152,-7.103548455,-69.43163904,13.51162819,-82.08672282,-3.955821084,3596.026443
2389,1.9294113,24.49984004,2.335230833,-37.25845356,-9.313033549,-69.21899837,13.79720195,-80.15996388,-3.297546815,3598.106312
2390,7.497048793,15.83759938,-16.80731485,-50.41876608,-11.27835274,-68.6967261,14.05470376,-78.22413515,-2.639259453,3600.185202
2391,-15.71148491,-2.107563401,-37.67425641,-59.54835281,-12.88700762,-67.87888124,14.28488129,-76.27945591,-1.98097678,3602.263098
2392,17.02263276,-20.7533544,-53.69613372,-63.87725287,-14.04449337,-66.78103509,14.48851724,-74.32614602,-1.322716576,3604.339982
2393,-7.572341481,-33.6415116,-58.74638598,-63.06745948,-14.67581022,-65.41983279,14.66642418,-72.36442517,-0.664496618,3606.415839
